address,zip_code,building_name,leasing_phone,leasing_email,website,numberofunits,year_built,number_stories,total_livable_area,market_value,owner_business_name,parcel_number,contact_confidence,source,active_listings_count,studio_count,br1_count,br2_count,br3plus_count,rent_min,rent_max,year_built_source,construction_era,website_source,lon,lat
1521-00 Wakeling St,19124,,2157950207,isstal22@gmail.com,,,1908,,,,"ISS Realty, LLC",,rentcast_candidate,rentcast,2,0,2,0,0,850,900,rentcast_estimate,Pre-1950,,-75.081078,40.020844
1099 Germantown Authentic Ave Unit B,19123,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,2025,,,,KW Empower,,rentcast_candidate,rentcast,2,0,1,1,0,2845,3158,rentcast_estimate,2020+,derived_from_email,-75.139714,39.968043
21 E Price St,19144,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1910,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1100,rentcast_estimate,Pre-1950,rentcast_api,-75.175117,40.037315
1513 Ridge Ave,19130,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2019,5,13920,2435000,Skale Real Estate,881442550,rentcast_candidate,rentcast,2,0,2,0,0,1550,1650,opa_backfill,2010-2019,derived_from_email,-75.162216,39.968475
6459 N 16th St,19126,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1925,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,3,0,2,1,0,1550,1750,rentcast_estimate,Pre-1950,derived_from_email,-75.144882,40.052284
2100-2 Walnut St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1900,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,11,0,10,1,0,1690,3105,rentcast_estimate,Pre-1950,rentcast_api,-75.176018,39.950497
1103 Lindley Ave,19141,,6102063955,jrclark3200@aol.com,,,1940,,,,Opulent Realty Group LLC,,rentcast_candidate,rentcast,2,0,2,0,0,1000,1000,rentcast_estimate,Pre-1950,,-75.141365,40.030193
7037 Ridge Ave,19128,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,1955,2,4872,2941700,JG Real Estate,881000450,rentcast_candidate,rentcast,4,0,3,1,0,1375,1750,opa_backfill,1950-1979,rentcast_api,-75.22934,40.04464
1325 N Beach St,19125,,6106359977,prince@serhant.com,http://meetmichaelprince.com,,1917,,,,SERHANT PENNSYLVANIA LLC,,rentcast_candidate,rentcast,7,0,5,2,0,2052,8840,rentcast_estimate,Pre-1950,rentcast_api,-75.126427,39.967049
4432-00 Wingate St,19136,,2154429388,ed@edmcdonaldrealestate.com,https://www.edmcdonaldrealestate.com,,2026,3,15120,2532300,"Hartsville Realty Property Management, Inc.",881001260,rentcast_candidate,rentcast,6,0,2,4,0,1600,1800,opa_backfill,2020+,derived_from_email,-75.017876,40.040672
1125 Sansom St,19107,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2024,20,500850,149888300,KW Empower,881000424,rentcast_candidate,rentcast,16,0,12,4,0,2177,4230,opa_backfill,2020+,rentcast_api,-75.159599,39.94967
3413 N 19th St,19140,,2672520223,joeloonstyn@gmail.com,,,2025,4,5440,47200,Loonstyn Brothers Realty LLC,881001475,rentcast_candidate,rentcast,4,0,3,1,0,1325,1795,opa_backfill,2020+,,-75.159813,40.006088
627 N 16th St,19130,,6106478300,alexcoates3@gmail.com,https://kwdevonwayne.kw.com/,,1860,3,4608,745000,Keller Williams Realty Devon-Wayne,881001398,rentcast_candidate,rentcast,3,0,3,0,0,1795,1995,opa_backfill,Pre-1950,rentcast_api,-75.163849,39.965691
2040 Market St,19103,,7864030330,idaliz@alkinarealty.com,https://www.alkinarealty.com,,1968,,,,Alkina Corp.,,rentcast_candidate,rentcast,6,0,6,0,0,2220,2455,rentcast_estimate,1950-1979,derived_from_email,-75.174648,39.95339
1133 E Columbia Ave,19125,,2677972175,info@jbmpgroup.com,https://www.jbmpgroup.com,,2020,6,37099,6451300,Jbmp Group,881000184,rentcast_candidate,rentcast,2,0,1,1,0,1795,2995,opa_backfill,2020+,rentcast_api,-75.129826,39.969918
3727 Baring St,19104,,,,,,1930,3,3510,658400,NOTOS LLC,881001028,rentcast_candidate,rentcast,2,0,1,1,0,1966,2799,opa_backfill,Pre-1950,,-75.196739,39.961063
219-29 S 18th St,19103,,2152842891,danmaneely71@gmail.com,,,1900,,,,Liberty Bell Real Estate Brokerage LLC,,rentcast_candidate,rentcast,3,0,3,0,0,2290,2450,rentcast_estimate,Pre-1950,,-75.17041,39.949253
3412 N 19th St,19140,,2159687400,bbertolino@newtownproperties.com,https://www.newtownproperties.com,,1925,,,,RE/MAX Properties-Newtown,,rentcast_candidate,rentcast,3,0,1,2,0,1200,1650,rentcast_estimate,Pre-1950,derived_from_email,-75.1605,40.006523
208 Vine St,19106,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,2026,6,39960,8929400,KW Empower,881001220,rentcast_candidate,rentcast,5,0,5,0,0,1900,1975,opa_backfill,2020+,derived_from_email,-75.143074,39.95536
2119 S 13th St,19148,,2154625100,cristinzioj@aol.com,https://www.mercuryrealestategroup.com,,1925,,,,Mercury Real Estate Group,,rentcast_candidate,rentcast,2,0,2,0,0,1575,1575,rentcast_estimate,Pre-1950,rentcast_api,-75.167428,39.923576
1233 N 6th St,19122,,6108223356,alexandria.stewart@cbpref.com,https://www.coldwellbankerhomes.com/pa/philadelphia/agent/alexandria-alex-stewart/aid_183566/,,1915,3,3600,805200,COMPASS,881000794,rentcast_candidate,rentcast,2,0,2,0,0,1400,1400,opa_backfill,Pre-1950,rentcast_api,-75.146126,39.971306
6515 Ridge Ave,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2025,6,108840,18314100,Mgmt Residential,881000603,rentcast_candidate,rentcast,9,0,7,2,0,1625,2295,opa_backfill,2020+,rentcast_api,-75.222824,40.038723
410 Diamond St,19122,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,1900,,,,JG Real Estate,,rentcast_candidate,rentcast,3,0,2,1,0,1111,1495,rentcast_estimate,Pre-1950,rentcast_api,-75.140793,39.982533
3131 Walnut St,19104,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,1929,,,,KW Empower,,rentcast_candidate,rentcast,29,0,9,20,0,2414,3561,rentcast_estimate,Pre-1950,rentcast_api,-75.187078,39.952339
2601 Pennsylvania Ave,19130,,6108223356,lindsaygoodrealtor@gmail.com,https://www.lindsaygoodrealtor.com,,1950,,,,COMPASS,,rentcast_candidate,rentcast,3,0,3,0,0,1699,1800,rentcast_estimate,1950-1979,rentcast_api,-75.180567,39.968796
241 S 6th St,19106,,2155451500,domb@allandomb.com,https://www.allandomb.com,,1980,,,,Allan Domb Real Estate,,rentcast_candidate,rentcast,2,0,2,0,0,2150,2400,rentcast_estimate,1980-1999,rentcast_api,-75.150853,39.946059
927 N 2nd St,19123,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1920,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,2,0,2,0,0,1895,1895,rentcast_estimate,Pre-1950,rentcast_api,-75.140305,39.964737
721 N 16th St,19130,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,2023,5,11900,1686100,Keller Williams Main Line Realty,881000511,rentcast_candidate,rentcast,2,0,2,0,0,2000,2050,opa_backfill,2020+,rentcast_api,-75.16333,39.967903
719 N 35th St,19104,,,,,,2024,3,6987,1045000,M2K ACQUISITIONS LLC,881822867,rentcast_candidate,rentcast,2,0,2,0,0,1789,1868,opa_backfill,2020+,,-75.193336,39.966816
1126 E Passyunk Ave,19147,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1915,3,5434,831000,Ocf Realty Llc,881573360,rentcast_candidate,rentcast,2,0,2,0,0,1495,1495,opa_backfill,Pre-1950,rentcast_api,-75.157448,39.935093
1346 N 27th St,19121,,,,,,2018,4,9549,1413600,PYRAMID PROPETY GROUP LL,881833100,rentcast_candidate,rentcast,2,0,2,0,0,1250,1250,opa_backfill,2010-2019,,-75.18004,39.976978
1716 W Erie Ave,19140,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1930,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,3,0,3,0,0,650,700,rentcast_estimate,Pre-1950,derived_from_email,-75.156654,40.009701
2301-61 John F Kennedy Blvd,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,2024,23,333040,99407300,Maxwell Realty Co,881000636,rentcast_candidate,rentcast,29,0,20,9,0,2355,4460,opa_backfill,2020+,rentcast_api,-75.178307,39.955589
6237 Germantown Ave,19144,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2025,4,48640,7614900,Mgmt Residential,881000604,rentcast_candidate,rentcast,4,0,4,0,0,1465,2095,opa_backfill,2020+,rentcast_api,-75.180542,40.043301
230-38 N 21st St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1932,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,3,0,3,0,0,1960,2215,rentcast_estimate,Pre-1950,rentcast_api,-75.174553,39.95871
23 S 23rd St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1900,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,3,0,2,1,0,2895,5800,rentcast_estimate,Pre-1950,rentcast_api,-75.177669,39.953347
1900-20 Arch St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,2014,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,15,0,12,3,0,2245,3625,rentcast_estimate,2010-2019,rentcast_api,-75.171672,39.955172
1729 W Master St,19121,,2156273500,vicki@kwempower.com,http://www.dalyluxuryhomes.com,,1915,3,6006,598500,KW Empower,881146276,rentcast_candidate,rentcast,2,0,2,0,0,850,850,opa_backfill,Pre-1950,rentcast_api,-75.164963,39.975452
2406 Frankford Ave,19125,,2674358015,info@compass.com,http://jaimehyman.foxroach.com/,,2024,4,16300,3404700,COMPASS,881001003,rentcast_candidate,rentcast,5,0,3,2,0,1500,2150,opa_backfill,2020+,rentcast_api,-75.127617,39.981812
2149 Ridge Ave Unit A,19121,,2155587000,marvincappsrealty@gmail.com,,,2018,,,,Marvin Capps Realty,,rentcast_candidate,rentcast,2,0,1,1,0,1100,1300,rentcast_estimate,2010-2019,,-75.170532,39.979416
240 W Ontario St,19140,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1920,,,,KW Empower,,rentcast_candidate,rentcast,2,0,1,1,0,1200,1225,rentcast_estimate,Pre-1950,derived_from_email,-75.134171,40.00222
233 S 6th St,19106,,2155451500,domb@allandomb.com,https://www.allandomb.com,,1985,,,,Allan Domb Real Estate,,rentcast_candidate,rentcast,2,0,1,1,0,2250,5750,rentcast_estimate,1980-1999,rentcast_api,-75.150853,39.946059
720 W Thompson St,19122,,2156273500,vicki@kwempower.com,http://tcsgroup.com,,2022,6,60668,14121000,KW Empower,881000047,rentcast_candidate,rentcast,8,0,7,1,0,1415,2200,opa_backfill,2020+,rentcast_api,-75.148949,39.971561
5530 Boyer St,19138,,2672520223,joeloonstyn@gmail.com,,,2026,,,,Loonstyn Brothers Realty LLC,,rentcast_candidate,rentcast,2,0,2,0,0,1250,1425,rentcast_estimate,2020+,,-75.160614,40.045216
1724 Monument Individual St,19121,,2154223711,info@plusrealtors.com,http://www.plusrealtors.com,,2016,,,,Plus Realtors,,rentcast_candidate,rentcast,2,0,2,0,0,625,650,rentcast_estimate,2010-2019,rentcast_api,-75.162682,39.982796
1600 Arch St,19103,,2154223711,info@plusrealtors.com,http://www.plusrealtors.com,,2020,,,,Plus Realtors,,rentcast_candidate,rentcast,2,0,2,0,0,2799,2799,rentcast_estimate,2020+,rentcast_api,-75.166996,39.954588
52 W Washington Ln,19144,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2021,3,14321,2665600,Skale Real Estate,881212195,rentcast_candidate,rentcast,4,0,3,1,0,1425,1700,opa_backfill,2020+,derived_from_email,-75.181877,40.04187
4932 Chestnut St,19139,,,,,,,,,,,,rentcast_candidate,rentcast,3,0,3,0,0,1150,1150,unknown,,,-75.220398,39.957623
2001 Hamilton St,19130,,6108961900,garyhendler1@gmail.com,https://null,,1970,,,,Suburban R E Rentals & Sales,,rentcast_candidate,rentcast,2,0,2,0,0,1865,1875,rentcast_estimate,1950-1979,rentcast_api,-75.172126,39.962827
2623 Christian St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2021,3,6468,2557100,Ocf Realty Llc,881578450,rentcast_candidate,rentcast,5,0,5,0,0,1576,1745,opa_backfill,2020+,rentcast_api,-75.186813,39.942844
1416 Frankford Ave,19125,,2674358015,info@compass.com,http://jaimehyman.foxroach.com/,,1920,4,22520,4270400,COMPASS,881006509,rentcast_candidate,rentcast,2,0,2,0,0,1650,1750,opa_backfill,Pre-1950,rentcast_api,-75.134781,39.972317
4122 Haverford Ave,19104,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2025,5,42985,9317700,Ocf Realty Llc,881000622,rentcast_candidate,rentcast,3,0,3,0,0,1279,1299,opa_backfill,2020+,rentcast_api,-75.206474,39.962253
2520 N Front St,19133,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2024,4,13768,2497500,Skale Real Estate,881000423,rentcast_candidate,rentcast,6,0,5,1,0,1272,1900,opa_backfill,2020+,derived_from_email,-75.131676,39.988373
901 N Penn St,19123,,2153764444,bill@billmulhern.com,https://www.billmulhern.com,,2009,,,,Realty Mark Huntingdon Valley,,rentcast_candidate,rentcast,2,0,2,0,0,2200,2450,rentcast_estimate,2000-2009,derived_from_email,-75.13451,39.961707
1829 N 33rd St,19121,,6105200100,klrw439@kw.com,https://brynmawr.yourkwoffice.com,,1915,,,,Keller Williams Main Line Realty,,rentcast_candidate,rentcast,2,0,1,1,0,1050,1450,rentcast_estimate,Pre-1950,rentcast_api,-75.187515,39.984985
6428 W Girard Ave,19151,,2152842891,danmaneely71@gmail.com,http://www.danmaneely.com,,1925,,,,Liberty Bell Real Estate Brokerage LLC,,rentcast_candidate,rentcast,2,0,1,1,0,1300,1450,rentcast_estimate,Pre-1950,rentcast_api,-75.248344,39.970589
214 Vine St,19106,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2023,6,24414,7161400,Skale Real Estate,881000062,rentcast_candidate,rentcast,6,0,3,3,0,1650,2500,opa_backfill,2020+,derived_from_email,-75.143272,39.955528
2017 N College Ave,19121,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2020,,,,Skale Real Estate,,rentcast_candidate,rentcast,2,0,2,0,0,1495,1495,rentcast_estimate,2020+,derived_from_email,-75.169014,39.975346
2513 N Howard St,19133,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2021,3,13608,1192100,Skale Real Estate,881000116,rentcast_candidate,rentcast,5,0,4,1,0,1295,1595,opa_backfill,2020+,derived_from_email,-75.132233,39.988354
2438 N 20th St,19132,,8663277673,kirk@prosperityindustries.net,https://www.prosperityindustries.net,,1920,,,,Prosperity Real Estate & Investment Services,,rentcast_candidate,rentcast,4,0,1,3,0,1000,1100,rentcast_estimate,Pre-1950,derived_from_email,-75.165047,39.991676
1310 Spruce St,19107,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1920,4,12849,2301800,Ocf Realty Llc,881013400,rentcast_candidate,rentcast,3,0,3,0,0,1825,1975,opa_backfill,Pre-1950,rentcast_api,-75.163132,39.946592
1221 N 4th St,19122,,2159255559,jmaranksy@theenvgroup.com,https://www.theenvgroup.com,,2024,,,,Envision Realty Group,,rentcast_candidate,rentcast,3,0,3,0,0,1500,1750,rentcast_estimate,2020+,derived_from_email,-75.142685,39.97073
1825 Callowhill St,19130,,2152224412,realestate@orensbrothers.com,http://www.orensbrothers.com,,2022,6,59995,14235700,Orens Bros. Real Estate Inc.,881551135,rentcast_candidate,rentcast,4,0,3,1,0,2100,3000,opa_backfill,2020+,rentcast_api,-75.169327,39.960773
3836 Haverford Ave,19104,,2156276005,clientservices@foxroach.com,https://societyhill.foxroach.com,,2023,3,4800,1101900,BHHS Fox & Roach Center City-Society Hill,881001031,rentcast_candidate,rentcast,2,0,1,1,0,1395,1575,opa_backfill,2020+,rentcast_api,-75.198624,39.963074
5200-10 Chester Ave,19143,,2159237600,daryl.turner@cbpref.com,https://www.coldwellbankerhomes.com//pa/philadelphia/office/old-city/oid_5052/,,2024,,,,Coldwell Banker Realty,,rentcast_candidate,rentcast,5,0,2,3,0,1399,1899,rentcast_estimate,2020+,rentcast_api,-75.220177,39.941204
1546 Frankford Ave,19125,,2156273500,vicki@kwempower.com,https://www.instagram.com/marina_ruiz/,,1915,3,7308,1139300,KW Empower,881068600,rentcast_candidate,rentcast,2,0,2,0,0,1300,1550,opa_backfill,Pre-1950,rentcast_api,-75.13372,39.974072
3449 Scotts Lane Scotts Ln,19129,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,,,,6877000,Skale Real Estate,888000632,rentcast_candidate,rentcast,16,0,4,12,0,1500,2350,opa_backfill,,derived_from_email,-75.184448,40.009838
1700 Frankford Ave Unit A,19125,,2674358015,info@compass.com,http://jaimehyman.foxroach.com/,,2024,3,10254,2282900,COMPASS,881688135,rentcast_candidate,rentcast,2,0,1,1,0,1625,2350,opa_backfill,2020+,rentcast_api,-75.1334,39.974712
451 W Bringhurst St,19144,,2672447215,philly-info@baymgmtgroup.com,https://www.baymgmtgroup/philadelphia,,1920,,,,Bay Management Group Philadelp,,rentcast_candidate,rentcast,2,0,2,0,0,1095,1095,rentcast_estimate,Pre-1950,rentcast_api,-75.175994,40.023854
204 S 17th St,19103,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,1925,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,2,0,2,0,0,1650,1875,rentcast_estimate,Pre-1950,rentcast_api,-75.169258,39.949661
2433 N 50th St,19131,,2158660050,info@elfantwissahickon.com,http://elfantwissahickon.com,,1917,,,,Elfant Wissahickon Realtors-Fishtown,,rentcast_candidate,rentcast,2,0,1,1,0,1350,1550,rentcast_estimate,Pre-1950,rentcast_api,-75.226772,39.998854
6219 Haverford Ave,19151,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,700,1000,unknown,,,-75.243523,39.971924
5001 Umbria St,19128,,2158217487,leasing@mgmtresidential.com,http://mgmtresidential.com,,2021,5,55000,25599900,Mgmt Residential,881000119,rentcast_candidate,rentcast,6,0,6,0,0,1795,1925,opa_backfill,2020+,rentcast_api,-75.235863,40.035995
5122 Arch St,19139,,6102063955,jrclark3200@aol.com,,,1925,3,2980,449300,Opulent Realty Group LLC,881143290,rentcast_candidate,rentcast,2,0,1,1,0,1000,1100,opa_backfill,Pre-1950,,-75.223366,39.96122
815-37 Arch St,19107,,2155466000,nancyalperin@maxwellrealty.com,https://www.maxwellrealty.com,,2007,,,,Maxwell Realty Co,,rentcast_candidate,rentcast,2,0,2,0,0,1650,1795,rentcast_estimate,2000-2009,rentcast_api,-75.154129,39.953789
1070 N Front St,19123,,2154002600,remaxsteveo@gmail.com,https://accessphilly.com,,1950,,,,Remax Access,,rentcast_candidate,rentcast,2,0,1,1,0,1575,1775,rentcast_estimate,1950-1979,rentcast_api,-75.136971,39.967213
2036 Germantown Ave,19122,,2156432500,sedarous.mina@gmail.com,,,2023,,,,Howard Hanna Real Estate Services - A,,rentcast_candidate,rentcast,2,0,2,0,0,1100,1250,rentcast_estimate,2020+,,-75.144119,39.982468
1839 N 33rd St,19121,,2672447215,philly-info@baymgmtgroup.com,https://www.baymgmtgroup/philadelphia,,1915,,,,Bay Management Group Philadelp,,rentcast_candidate,rentcast,2,0,2,0,0,1150,1150,rentcast_estimate,Pre-1950,rentcast_api,-75.187454,39.98526
3965 Lancaster Ave,19104,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,2018,4,13460,1372000,JG Real Estate,881428828,rentcast_candidate,rentcast,6,0,3,3,0,1145,1995,opa_backfill,2010-2019,rentcast_api,-75.202087,39.96331
721 Spruce St,19106,,2674632428,team@rentscene.com,https://null,,1850,4,5628,791800,"BMB Living, Inc.",881515600,rentcast_candidate,rentcast,2,0,1,1,0,1695,2745,opa_backfill,Pre-1950,rentcast_api,-75.153908,39.945892
5416 Baltimore Ave,19143,,2155457007,cristym@phillyliving.com,https://www.phillyliving.com,,2024,3,3852,641200,"Philly LMG, LLC",881000987,rentcast_candidate,rentcast,2,0,2,0,0,1200,1200,opa_backfill,2020+,derived_from_email,-75.231972,39.947514
5409 Christian St,19143,,2155457007,cristym@phillyliving.com,https://www.phillyliving.com,,2020,,,,"Philly LMG, LLC",,rentcast_candidate,rentcast,2,0,2,0,0,1350,1350,rentcast_estimate,2020+,derived_from_email,-75.231651,39.948173
1618 South St,19146,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1650,1650,unknown,,,-75.169464,39.943909
1726 Pine St,19103,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1890,,,,Ocf Realty Llc,,rentcast_candidate,rentcast,2,0,2,0,0,1695,1695,rentcast_estimate,Pre-1950,rentcast_api,-75.170998,39.946102
689 N Broad St,19123,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,2025,5,18115,3479300,JG Real Estate,881001048,rentcast_candidate,rentcast,8,0,8,0,0,1390,1600,opa_backfill,2020+,rentcast_api,-75.160332,39.966152
207 W Washington Sq,19106,,2674632428,team@rentscene.com,https://null,,2006,,,,"BMB Living, Inc.",,rentcast_candidate,rentcast,2,0,2,0,0,2554,2854,rentcast_estimate,2000-2009,rentcast_api,-75.15097,39.94736
1219-23 Constitution Ave,19112,,2674358015,info@compass.com,https://www.compass.com,,,,,,COMPASS,,rentcast_candidate,rentcast,3,0,3,0,0,1745,1935,unknown,,derived_from_email,-75.17265,39.89174
2826 Poplar St,19130,,2157632100,clientservices@foxroach.com,https://artmuseum.foxroach.com,,1920,,,,BHHS Fox & Roach Center City-Art Museum,,rentcast_candidate,rentcast,2,0,1,1,0,1650,1850,rentcast_estimate,Pre-1950,rentcast_api,-75.183132,39.972955
1333 S 49th St,19143,,6103920266,boris.kindij@gmail.com,http://teslarealtygroup.com,,1940,,,,"Tesla Realty Group, LLC",,rentcast_candidate,rentcast,2,0,1,1,0,1000,1350,rentcast_estimate,Pre-1950,rentcast_api,-75.212798,39.94133
414 S 16th St,19146,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,2195,2195,unknown,,,-75.168755,39.945522
1614 Ridge Ave,19130,,2672772035,cameron@skalerealestate.com,https://www.skalerealestate.com,,2022,5,45020,7116300,Skale Real Estate,881442492,rentcast_candidate,rentcast,3,0,3,0,0,1800,2050,opa_backfill,2020+,derived_from_email,-75.163979,39.96936
1841 Bainbridge St,19146,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,1900,3,3705,746100,Ocf Realty Llc,881577700,rentcast_candidate,rentcast,2,0,2,0,0,1485,1550,opa_backfill,Pre-1950,rentcast_api,-75.173439,39.943821
119 W Susquehanna Ave,19122,,2156276005,clientservices@foxroach.com,https://societyhill.foxroach.com,,1915,3,4500,672500,BHHS Fox & Roach Center City-Society Hill,881001302,rentcast_candidate,rentcast,2,0,1,1,0,1200,1250,opa_backfill,Pre-1950,rentcast_api,-75.133659,39.98362
2401 Frankford Ave,19125,,2154674100,info@jg-realestate.com,https://www.jg-realestate.com,,2021,4,14585,2815500,JG Real Estate,881000111,rentcast_candidate,rentcast,3,0,2,1,0,1695,2095,opa_backfill,2020+,rentcast_api,-75.127144,39.981716
856 N 19th St,19130,,2674358015,info@compass.com,https://www.compass.com,,2026,,,,COMPASS,,rentcast_candidate,rentcast,3,0,2,1,0,1650,2000,rentcast_estimate,2020+,derived_from_email,-75.168076,39.970448
1801 N Howard St,19122,,2674358015,info@compass.com,https://www.compass.com,,1891,5,30000,4283300,COMPASS,881076100,rentcast_candidate,rentcast,4,0,4,0,0,1500,1695,opa_backfill,Pre-1950,derived_from_email,-75.134567,39.977455
6101 Locust St,19139,,2672447215,philly-info@baymgmtgroup.com,https://www.baymgmtgroup/philadelphia,,1925,,,,Bay Management Group Philadelp,,rentcast_candidate,rentcast,2,0,2,0,0,1200,1200,rentcast_estimate,Pre-1950,rentcast_api,-75.243707,39.958241
121-33 S 43rd St,19104,,2156273500,vicki@kwempower.com,https://www.tammymcmullin.kw.com,,1927,4,10998,1667200,KW Empower,881121020,rentcast_candidate,rentcast,7,0,7,0,0,1372,1644,opa_backfill,Pre-1950,rentcast_api,-75.208382,39.955387
1913 S 20th St,19145,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,1920,2,1856,445400,KW Empower,881001317,rentcast_candidate,rentcast,2,0,2,0,0,1000,1000,opa_backfill,Pre-1950,derived_from_email,-75.178596,39.927692
230 Market St,19106,,2156041191,support@homesmartrealtyadvisors.com,http://www.joinhomesmart.com,,1900,4,5372,1246800,Homesmart Realty Advisors,881007015,rentcast_candidate,rentcast,2,0,1,1,0,1550,2250,opa_backfill,Pre-1950,rentcast_api,-75.144867,39.949818
5356-58 Cedar Ave,19143,,2155457007,cristym@phillyliving.com,https://www.phillyliving.com,,1920,3,6250,731500,"Philly LMG, LLC",881450880,rentcast_candidate,rentcast,4,0,4,0,0,1500,1500,opa_backfill,Pre-1950,derived_from_email,-75.230522,39.950672
7103 Rising Sun Ave Unit B,19111,,2159687400,bbertolino@newtownproperties.com,https://www.newtownproperties.com,,1925,,,,RE/MAX Properties-Newtown,,rentcast_candidate,rentcast,3,0,2,1,0,1200,1450,rentcast_estimate,Pre-1950,derived_from_email,-75.086632,40.058216
3232 N Dover St,19129,,,,,,,,,,,,rentcast_candidate,rentcast,2,0,2,0,0,1350,1350,unknown,,,-75.176233,40.00549
1930 Bainbridge St,19146,,2155457007,cristym@phillyliving.com,https://www.phillyliving.com,,1915,3,2206,572300,"Philly LMG, LLC",881111810,rentcast_candidate,rentcast,2,0,2,0,0,1225,1485,opa_backfill,Pre-1950,derived_from_email,-75.174805,39.943741
2401 Washington Ave,19146,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,2025,5,32500,8001700,KW Empower,881140002,rentcast_candidate,rentcast,3,0,2,1,0,1600,2650,opa_backfill,2020+,derived_from_email,-75.183797,39.940154
526 Brown St,19123,,2157357368,gerardo@ocfrealty.com,https://www.ocfrealty.com,,2021,6,37854,8953600,Ocf Realty Llc,881553500,rentcast_candidate,rentcast,6,0,2,4,0,1898,2695,opa_backfill,2020+,rentcast_api,-75.147467,39.964325
209 New St,19106,,2156273500,vicki@kwempower.com,https://www.kwempower.com,,2026,6,39960,8929400,KW Empower,881001220,rentcast_candidate,rentcast,3,0,2,1,0,2050,3200,opa_backfill,2020+,derived_from_email,-75.143204,39.95533
6702 Oakley St,19111,,,,,,1960,2,6416,897500,OAKLEY EQUITIES LLC,881130100,rentcast_candidate,rentcast,3,0,3,0,0,1195,11951,opa_backfill,1950-1979,,-75.093689,40.054485
1917 Spring Garden St,19130,,2159202116,janisdubin@settledownphiladelphia.com,http://www.settledownphiladelphia.com,,1880,,,,Settle Down Philadelphia,,rentcast_candidate,rentcast,4,0,4,0,0,1200,1650,rentcast_estimate,Pre-1950,rentcast_api,-75.16996,39.963814
2121-41 Market St,19103,,2674358015,info@compass.com,https://www.tcsgroup.com/agent/liela-rushton/,,1914,,,,COMPASS,,rentcast_candidate,rentcast,6,0,6,0,0,1855,2335,rentcast_estimate,Pre-1950,rentcast_api,-75.176125,39.954285
